env_step,pqn_Asterix-MinAtar - test_returned_episode_returns
4096,0.434087872505188
8192,0.434087872505188
12288,0.434087872505188
16384,0.434087872505188
20480,0.434087872505188
24576,0.434087872505188
28672,0.434087872505188
32768,0.434087872505188
36864,0.434087872505188
40960,0.434087872505188
45056,0.434087872505188
49152,0.434087872505188
53248,0.434087872505188
57344,0.434087872505188
61440,0.434087872505188
65536,0.434087872505188
69632,0.434087872505188
73728,0.434087872505188
77824,0.434087872505188
81920,0.434087872505188
86016,0.434087872505188
90112,0.434087872505188
94208,0.434087872505188
98304,0.434087872505188
102400,0.434087872505188
106496,0.434087872505188
110592,0.434087872505188
114688,0.434087872505188
118784,0.434087872505188
122880,0.434087872505188
126976,0.434087872505188
131072,0.434087872505188
135168,0.434087872505188
139264,0.434087872505188
143360,0.434087872505188
147456,0.434087872505188
151552,0.434087872505188
155648,0.434087872505188
159744,0.434087872505188
163840,0.434087872505188
167936,0.434087872505188
172032,0.434087872505188
176128,0.434087872505188
180224,0.434087872505188
184320,0.434087872505188
188416,0.434087872505188
192512,0.434087872505188
196608,0.434087872505188
200704,0.434087872505188
204800,0.434087872505188
208896,0.434087872505188
212992,0.434087872505188
217088,0.434087872505188
221184,0.434087872505188
225280,0.434087872505188
229376,0.434087872505188
233472,0.434087872505188
237568,0.434087872505188
241664,0.434087872505188
245760,0.434087872505188
249856,0.434087872505188
253952,0.434087872505188
258048,0.434087872505188
262144,0.434087872505188
266240,0.434087872505188
270336,0.434087872505188
274432,0.434087872505188
278528,0.434087872505188
282624,0.434087872505188
286720,0.434087872505188
290816,0.434087872505188
294912,0.434087872505188
299008,0.434087872505188
303104,0.434087872505188
307200,0.434087872505188
311296,0.434087872505188
315392,0.434087872505188
319488,0.434087872505188
323584,0.434087872505188
327680,0.434087872505188
331776,0.434087872505188
335872,0.434087872505188
339968,0.434087872505188
344064,0.434087872505188
348160,0.434087872505188
352256,0.434087872505188
356352,0.434087872505188
360448,0.434087872505188
364544,0.434087872505188
368640,0.434087872505188
372736,0.434087872505188
376832,0.434087872505188
380928,0.434087872505188
385024,0.434087872505188
389120,0.434087872505188
393216,0.434087872505188
397312,0.434087872505188
401408,0.434087872505188
405504,0.434087872505188
409600,0.434087872505188
413696,0.434087872505188
417792,0.434087872505188
421888,0.434087872505188
425984,0.434087872505188
430080,0.434087872505188
434176,0.434087872505188
438272,0.434087872505188
442368,0.434087872505188
446464,0.434087872505188
450560,0.434087872505188
454656,0.434087872505188
458752,0.434087872505188
462848,0.434087872505188
466944,0.434087872505188
471040,0.434087872505188
475136,0.434087872505188
479232,0.434087872505188
483328,0.434087872505188
487424,0.434087872505188
491520,0.434087872505188
495616,0.434087872505188
499712,0.434087872505188
503808,0.434087872505188
507904,0.434087872505188
512000,0.434087872505188
516096,0.434087872505188
520192,0.434087872505188
524288,0.434087872505188
528384,0.434087872505188
532480,0.434087872505188
536576,0.434087872505188
540672,0.434087872505188
544768,0.434087872505188
548864,0.434087872505188
552960,0.434087872505188
557056,0.434087872505188
561152,0.434087872505188
565248,0.434087872505188
569344,0.434087872505188
573440,0.434087872505188
577536,0.434087872505188
581632,0.434087872505188
585728,0.434087872505188
589824,0.434087872505188
593920,0.434087872505188
598016,0.434087872505188
602112,0.434087872505188
606208,0.434087872505188
610304,0.434087872505188
614400,0.434087872505188
618496,0.434087872505188
622592,0.434087872505188
626688,0.434087872505188
630784,0.434087872505188
634880,0.434087872505188
638976,0.434087872505188
643072,0.434087872505188
647168,0.434087872505188
651264,0.434087872505188
655360,0.434087872505188
659456,0.434087872505188
663552,0.434087872505188
667648,0.434087872505188
671744,0.434087872505188
675840,0.434087872505188
679936,0.434087872505188
684032,0.434087872505188
688128,0.434087872505188
692224,0.434087872505188
696320,0.434087872505188
700416,0.434087872505188
704512,0.434087872505188
708608,0.434087872505188
712704,0.434087872505188
716800,0.434087872505188
720896,0.434087872505188
724992,0.434087872505188
729088,0.434087872505188
733184,0.434087872505188
737280,0.434087872505188
741376,0.434087872505188
745472,0.434087872505188
749568,0.434087872505188
753664,0.434087872505188
757760,0.434087872505188
761856,0.434087872505188
765952,0.434087872505188
770048,0.434087872505188
774144,0.434087872505188
778240,0.434087872505188
782336,0.434087872505188
786432,0.434087872505188
790528,0.434087872505188
794624,0.434087872505188
798720,0.434087872505188
802816,0.434087872505188
806912,0.434087872505188
811008,0.434087872505188
815104,0.434087872505188
819200,0.434087872505188
823296,0.434087872505188
827392,0.434087872505188
831488,0.434087872505188
835584,0.434087872505188
839680,0.434087872505188
843776,0.434087872505188
847872,0.434087872505188
851968,0.434087872505188
856064,0.434087872505188
860160,0.434087872505188
864256,0.434087872505188
868352,0.434087872505188
872448,0.434087872505188
876544,0.434087872505188
880640,0.434087872505188
884736,0.434087872505188
888832,0.434087872505188
892928,0.434087872505188
897024,0.434087872505188
901120,0.434087872505188
905216,0.434087872505188
909312,0.434087872505188
913408,0.434087872505188
917504,0.434087872505188
921600,0.434087872505188
925696,0.434087872505188
929792,0.434087872505188
933888,0.434087872505188
937984,0.434087872505188
942080,0.434087872505188
946176,0.434087872505188
950272,0.434087872505188
954368,0.434087872505188
958464,0.434087872505188
962560,0.434087872505188
966656,0.434087872505188
970752,0.434087872505188
974848,0.434087872505188
978944,0.434087872505188
983040,0.434087872505188
987136,0.434087872505188
991232,0.434087872505188
995328,0.434087872505188
999424,2.017964124679565
1003520,2.017964124679565
1007616,2.017964124679565
1011712,2.017964124679565
1015808,2.017964124679565
1019904,2.017964124679565
1024000,2.017964124679565
1028096,2.017964124679565
1032192,2.017964124679565
1036288,2.017964124679565
1040384,2.017964124679565
1044480,2.017964124679565
1048576,2.017964124679565
1052672,2.017964124679565
1056768,2.017964124679565
1060864,2.017964124679565
1064960,2.017964124679565
1069056,2.017964124679565
1073152,2.017964124679565
1077248,2.017964124679565
1081344,2.017964124679565
1085440,2.017964124679565
1089536,2.017964124679565
1093632,2.017964124679565
1097728,2.017964124679565
1101824,2.017964124679565
1105920,2.017964124679565
1110016,2.017964124679565
1114112,2.017964124679565
1118208,2.017964124679565
1122304,2.017964124679565
1126400,2.017964124679565
1130496,2.017964124679565
1134592,2.017964124679565
1138688,2.017964124679565
1142784,2.017964124679565
1146880,2.017964124679565
1150976,2.017964124679565
1155072,2.017964124679565
1159168,2.017964124679565
1163264,2.017964124679565
1167360,2.017964124679565
1171456,2.017964124679565
1175552,2.017964124679565
1179648,2.017964124679565
1183744,2.017964124679565
1187840,2.017964124679565
1191936,2.017964124679565
1196032,2.017964124679565
1200128,2.017964124679565
1204224,2.017964124679565
1208320,2.017964124679565
1212416,2.017964124679565
1216512,2.017964124679565
1220608,2.017964124679565
1224704,2.017964124679565
1228800,2.017964124679565
1232896,2.017964124679565
1236992,2.017964124679565
1241088,2.017964124679565
1245184,2.017964124679565
1249280,2.017964124679565
1253376,2.017964124679565
1257472,2.017964124679565
1261568,2.017964124679565
1265664,2.017964124679565
1269760,2.017964124679565
1273856,2.017964124679565
1277952,2.017964124679565
1282048,2.017964124679565
1286144,2.017964124679565
1290240,2.017964124679565
1294336,2.017964124679565
1298432,2.017964124679565
1302528,2.017964124679565
1306624,2.017964124679565
1310720,2.017964124679565
1314816,2.017964124679565
1318912,2.017964124679565
1323008,2.017964124679565
1327104,2.017964124679565
1331200,2.017964124679565
1335296,2.017964124679565
1339392,2.017964124679565
1343488,2.017964124679565
1347584,2.017964124679565
1351680,2.017964124679565
1355776,2.017964124679565
1359872,2.017964124679565
1363968,2.017964124679565
1368064,2.017964124679565
1372160,2.017964124679565
1376256,2.017964124679565
1380352,2.017964124679565
1384448,2.017964124679565
1388544,2.017964124679565
1392640,2.017964124679565
1396736,2.017964124679565
1400832,2.017964124679565
1404928,2.017964124679565
1409024,2.017964124679565
1413120,2.017964124679565
1417216,2.017964124679565
1421312,2.017964124679565
1425408,2.017964124679565
1429504,2.017964124679565
1433600,2.017964124679565
1437696,2.017964124679565
1441792,2.017964124679565
1445888,2.017964124679565
1449984,2.017964124679565
1454080,2.017964124679565
1458176,2.017964124679565
1462272,2.017964124679565
1466368,2.017964124679565
1470464,2.017964124679565
1474560,2.017964124679565
1478656,2.017964124679565
1482752,2.017964124679565
1486848,2.017964124679565
1490944,2.017964124679565
1495040,2.017964124679565
1499136,2.017964124679565
1503232,2.017964124679565
1507328,2.017964124679565
1511424,2.017964124679565
1515520,2.017964124679565
1519616,2.017964124679565
1523712,2.017964124679565
1527808,2.017964124679565
1531904,2.017964124679565
1536000,2.017964124679565
1540096,2.017964124679565
1544192,2.017964124679565
1548288,2.017964124679565
1552384,2.017964124679565
1556480,2.017964124679565
1560576,2.017964124679565
1564672,2.017964124679565
1568768,2.017964124679565
1572864,2.017964124679565
1576960,2.017964124679565
1581056,2.017964124679565
1585152,2.017964124679565
1589248,2.017964124679565
1593344,2.017964124679565
1597440,2.017964124679565
1601536,2.017964124679565
1605632,2.017964124679565
1609728,2.017964124679565
1613824,2.017964124679565
1617920,2.017964124679565
1622016,2.017964124679565
1626112,2.017964124679565
1630208,2.017964124679565
1634304,2.017964124679565
1638400,2.017964124679565
1642496,2.017964124679565
1646592,2.017964124679565
1650688,2.017964124679565
1654784,2.017964124679565
1658880,2.017964124679565
1662976,2.017964124679565
1667072,2.017964124679565
1671168,2.017964124679565
1675264,2.017964124679565
1679360,2.017964124679565
1683456,2.017964124679565
1687552,2.017964124679565
1691648,2.017964124679565
1695744,2.017964124679565
1699840,2.017964124679565
1703936,2.017964124679565
1708032,2.017964124679565
1712128,2.017964124679565
1716224,2.017964124679565
1720320,2.017964124679565
1724416,2.017964124679565
1728512,2.017964124679565
1732608,2.017964124679565
1736704,2.017964124679565
1740800,2.017964124679565
1744896,2.017964124679565
1748992,2.017964124679565
1753088,2.017964124679565
1757184,2.017964124679565
1761280,2.017964124679565
1765376,2.017964124679565
1769472,2.017964124679565
1773568,2.017964124679565
1777664,2.017964124679565
1781760,2.017964124679565
1785856,2.017964124679565
1789952,2.017964124679565
1794048,2.017964124679565
1798144,2.017964124679565
1802240,2.017964124679565
1806336,2.017964124679565
1810432,2.017964124679565
1814528,2.017964124679565
1818624,2.017964124679565
1822720,2.017964124679565
1826816,2.017964124679565
1830912,2.017964124679565
1835008,2.017964124679565
1839104,2.017964124679565
1843200,2.017964124679565
1847296,2.017964124679565
1851392,2.017964124679565
1855488,2.017964124679565
1859584,2.017964124679565
1863680,2.017964124679565
1867776,2.017964124679565
1871872,2.017964124679565
1875968,2.017964124679565
1880064,2.017964124679565
1884160,2.017964124679565
1888256,2.017964124679565
1892352,2.017964124679565
1896448,2.017964124679565
1900544,2.017964124679565
1904640,2.017964124679565
1908736,2.017964124679565
1912832,2.017964124679565
1916928,2.017964124679565
1921024,2.017964124679565
1925120,2.017964124679565
1929216,2.017964124679565
1933312,2.017964124679565
1937408,2.017964124679565
1941504,2.017964124679565
1945600,2.017964124679565
1949696,2.017964124679565
1953792,2.017964124679565
1957888,2.017964124679565
