env_step,pqn_Asterix-MinAtar - test_returned_episode_returns
4096,0.434087872505188
8192,0.434087872505188
12288,0.434087872505188
16384,0.434087872505188
20480,0.434087872505188
24576,0.434087872505188
28672,0.434087872505188
32768,0.434087872505188
36864,0.434087872505188
40960,0.434087872505188
45056,0.434087872505188
49152,0.434087872505188
53248,0.434087872505188
57344,0.434087872505188
61440,0.434087872505188
65536,0.434087872505188
69632,0.434087872505188
73728,0.434087872505188
77824,0.434087872505188
81920,0.434087872505188
86016,0.434087872505188
90112,0.434087872505188
94208,0.434087872505188
98304,0.434087872505188
102400,0.434087872505188
106496,0.434087872505188
110592,0.434087872505188
114688,0.434087872505188
118784,0.434087872505188
122880,0.434087872505188
126976,0.434087872505188
131072,0.434087872505188
135168,0.434087872505188
139264,0.434087872505188
143360,0.434087872505188
147456,0.434087872505188
151552,0.434087872505188
155648,0.434087872505188
159744,0.434087872505188
163840,0.434087872505188
167936,0.434087872505188
172032,0.434087872505188
176128,0.434087872505188
180224,0.434087872505188
184320,0.434087872505188
188416,0.434087872505188
192512,0.434087872505188
196608,0.434087872505188
200704,0.434087872505188
204800,0.434087872505188
208896,0.434087872505188
212992,0.434087872505188
217088,0.434087872505188
221184,0.434087872505188
225280,0.434087872505188
229376,0.434087872505188
233472,0.434087872505188
237568,0.434087872505188
241664,0.434087872505188
245760,0.434087872505188
249856,0.434087872505188
253952,0.434087872505188
258048,0.434087872505188
262144,0.434087872505188
266240,0.434087872505188
270336,0.434087872505188
274432,0.434087872505188
278528,0.434087872505188
282624,0.434087872505188
286720,0.434087872505188
290816,0.434087872505188
294912,0.434087872505188
299008,0.434087872505188
303104,0.434087872505188
307200,0.434087872505188
311296,0.434087872505188
315392,0.434087872505188
319488,0.434087872505188
323584,0.434087872505188
327680,0.434087872505188
331776,0.434087872505188
335872,0.434087872505188
339968,0.434087872505188
344064,0.434087872505188
348160,0.434087872505188
352256,0.434087872505188
356352,0.434087872505188
360448,0.434087872505188
364544,0.434087872505188
368640,0.434087872505188
372736,0.434087872505188
376832,0.434087872505188
380928,0.434087872505188
385024,0.434087872505188
389120,0.434087872505188
393216,0.434087872505188
397312,0.434087872505188
401408,0.434087872505188
405504,0.434087872505188
409600,0.434087872505188
413696,0.434087872505188
417792,0.434087872505188
421888,0.434087872505188
425984,0.434087872505188
430080,0.434087872505188
434176,0.434087872505188
438272,0.434087872505188
442368,0.434087872505188
446464,0.434087872505188
450560,0.434087872505188
454656,0.434087872505188
458752,0.434087872505188
462848,0.434087872505188
466944,0.434087872505188
471040,0.434087872505188
475136,0.434087872505188
479232,0.434087872505188
483328,0.434087872505188
487424,0.434087872505188
491520,0.434087872505188
495616,0.434087872505188
499712,0.434087872505188
503808,0.434087872505188
507904,0.434087872505188
512000,0.434087872505188
516096,0.434087872505188
520192,0.434087872505188
524288,0.434087872505188
528384,0.434087872505188
532480,0.434087872505188
536576,0.434087872505188
540672,0.434087872505188
544768,0.434087872505188
548864,0.434087872505188
552960,0.434087872505188
557056,0.434087872505188
561152,0.434087872505188
565248,0.434087872505188
569344,0.434087872505188
573440,0.434087872505188
577536,0.434087872505188
581632,0.434087872505188
585728,0.434087872505188
589824,0.434087872505188
593920,0.434087872505188
598016,0.434087872505188
602112,0.434087872505188
606208,0.434087872505188
610304,0.434087872505188
614400,0.434087872505188
618496,0.434087872505188
622592,0.434087872505188
626688,0.434087872505188
630784,0.434087872505188
634880,0.434087872505188
638976,0.434087872505188
643072,0.434087872505188
647168,0.434087872505188
651264,0.434087872505188
655360,0.434087872505188
659456,0.434087872505188
663552,0.434087872505188
667648,0.434087872505188
671744,0.434087872505188
675840,0.434087872505188
679936,0.434087872505188
684032,0.434087872505188
688128,0.434087872505188
692224,0.434087872505188
696320,0.434087872505188
700416,0.434087872505188
704512,0.434087872505188
708608,0.434087872505188
712704,0.434087872505188
716800,0.434087872505188
720896,0.434087872505188
724992,0.434087872505188
729088,0.434087872505188
733184,0.434087872505188
737280,0.434087872505188
741376,0.434087872505188
745472,0.434087872505188
749568,0.434087872505188
753664,0.434087872505188
757760,0.434087872505188
761856,0.434087872505188
765952,0.434087872505188
770048,0.434087872505188
774144,0.434087872505188
778240,0.434087872505188
782336,0.434087872505188
786432,0.434087872505188
790528,0.434087872505188
794624,0.434087872505188
798720,0.434087872505188
802816,0.434087872505188
806912,0.434087872505188
811008,0.434087872505188
815104,0.434087872505188
819200,0.434087872505188
823296,0.434087872505188
827392,0.434087872505188
831488,0.434087872505188
835584,0.434087872505188
839680,0.434087872505188
843776,0.434087872505188
847872,0.434087872505188
851968,0.434087872505188
856064,0.434087872505188
860160,0.434087872505188
864256,0.434087872505188
868352,0.434087872505188
872448,0.434087872505188
876544,0.434087872505188
880640,0.434087872505188
884736,0.434087872505188
888832,0.434087872505188
892928,0.434087872505188
897024,0.434087872505188
901120,0.434087872505188
905216,0.434087872505188
909312,0.434087872505188
913408,0.434087872505188
917504,0.434087872505188
921600,0.434087872505188
925696,0.434087872505188
929792,0.434087872505188
933888,0.434087872505188
937984,0.434087872505188
942080,0.434087872505188
946176,0.434087872505188
950272,0.434087872505188
954368,0.434087872505188
958464,0.434087872505188
962560,0.434087872505188
966656,0.434087872505188
970752,0.434087872505188
974848,0.434087872505188
978944,0.434087872505188
983040,0.434087872505188
987136,0.434087872505188
991232,0.434087872505188
995328,0.434087872505188
999424,2.785947799682617
1003520,2.785947799682617
1007616,2.785947799682617
1011712,2.785947799682617
1015808,2.785947799682617
1019904,2.785947799682617
1024000,2.785947799682617
1028096,2.785947799682617
1032192,2.785947799682617
1036288,2.785947799682617
1040384,2.785947799682617
1044480,2.785947799682617
1048576,2.785947799682617
1052672,2.785947799682617
1056768,2.785947799682617
1060864,2.785947799682617
1064960,2.785947799682617
1069056,2.785947799682617
1073152,2.785947799682617
1077248,2.785947799682617
1081344,2.785947799682617
1085440,2.785947799682617
1089536,2.785947799682617
1093632,2.785947799682617
1097728,2.785947799682617
1101824,2.785947799682617
1105920,2.785947799682617
1110016,2.785947799682617
1114112,2.785947799682617
1118208,2.785947799682617
1122304,2.785947799682617
1126400,2.785947799682617
1130496,2.785947799682617
1134592,2.785947799682617
1138688,2.785947799682617
1142784,2.785947799682617
1146880,2.785947799682617
1150976,2.785947799682617
1155072,2.785947799682617
1159168,2.785947799682617
1163264,2.785947799682617
1167360,2.785947799682617
1171456,2.785947799682617
1175552,2.785947799682617
1179648,2.785947799682617
1183744,2.785947799682617
1187840,2.785947799682617
1191936,2.785947799682617
1196032,2.785947799682617
1200128,2.785947799682617
1204224,2.785947799682617
1208320,2.785947799682617
1212416,2.785947799682617
1216512,2.785947799682617
1220608,2.785947799682617
1224704,2.785947799682617
1228800,2.785947799682617
1232896,2.785947799682617
1236992,2.785947799682617
1241088,2.785947799682617
1245184,2.785947799682617
1249280,2.785947799682617
1253376,2.785947799682617
1257472,2.785947799682617
1261568,2.785947799682617
1265664,2.785947799682617
1269760,2.785947799682617
1273856,2.785947799682617
1277952,2.785947799682617
1282048,2.785947799682617
1286144,2.785947799682617
1290240,2.785947799682617
1294336,2.785947799682617
1298432,2.785947799682617
1302528,2.785947799682617
1306624,2.785947799682617
1310720,2.785947799682617
1314816,2.785947799682617
1318912,2.785947799682617
1323008,2.785947799682617
1327104,2.785947799682617
1331200,2.785947799682617
1335296,2.785947799682617
1339392,2.785947799682617
1343488,2.785947799682617
1347584,2.785947799682617
1351680,2.785947799682617
1355776,2.785947799682617
1359872,2.785947799682617
1363968,2.785947799682617
1368064,2.785947799682617
1372160,2.785947799682617
1376256,2.785947799682617
1380352,2.785947799682617
1384448,2.785947799682617
1388544,2.785947799682617
1392640,2.785947799682617
1396736,2.785947799682617
1400832,2.785947799682617
1404928,2.785947799682617
1409024,2.785947799682617
1413120,2.785947799682617
1417216,2.785947799682617
1421312,2.785947799682617
1425408,2.785947799682617
1429504,2.785947799682617
1433600,2.785947799682617
1437696,2.785947799682617
1441792,2.785947799682617
1445888,2.785947799682617
1449984,2.785947799682617
1454080,2.785947799682617
1458176,2.785947799682617
1462272,2.785947799682617
1466368,2.785947799682617
1470464,2.785947799682617
1474560,2.785947799682617
1478656,2.785947799682617
1482752,2.785947799682617
1486848,2.785947799682617
1490944,2.785947799682617
1495040,2.785947799682617
1499136,2.785947799682617
1503232,2.785947799682617
1507328,2.785947799682617
1511424,2.785947799682617
1515520,2.785947799682617
1519616,2.785947799682617
1523712,2.785947799682617
1527808,2.785947799682617
1531904,2.785947799682617
1536000,2.785947799682617
1540096,2.785947799682617
1544192,2.785947799682617
1548288,2.785947799682617
1552384,2.785947799682617
1556480,2.785947799682617
1560576,2.785947799682617
1564672,2.785947799682617
1568768,2.785947799682617
1572864,2.785947799682617
1576960,2.785947799682617
1581056,2.785947799682617
1585152,2.785947799682617
1589248,2.785947799682617
1593344,2.785947799682617
1597440,2.785947799682617
1601536,2.785947799682617
1605632,2.785947799682617
1609728,2.785947799682617
1613824,2.785947799682617
1617920,2.785947799682617
1622016,2.785947799682617
1626112,2.785947799682617
1630208,2.785947799682617
1634304,2.785947799682617
1638400,2.785947799682617
1642496,2.785947799682617
1646592,2.785947799682617
1650688,2.785947799682617
1654784,2.785947799682617
1658880,2.785947799682617
1662976,2.785947799682617
1667072,2.785947799682617
1671168,2.785947799682617
1675264,2.785947799682617
1679360,2.785947799682617
1683456,2.785947799682617
1687552,2.785947799682617
1691648,2.785947799682617
1695744,2.785947799682617
1699840,2.785947799682617
1703936,2.785947799682617
1708032,2.785947799682617
1712128,2.785947799682617
1716224,2.785947799682617
1720320,2.785947799682617
1724416,2.785947799682617
1728512,2.785947799682617
1732608,2.785947799682617
1736704,2.785947799682617
1740800,2.785947799682617
1744896,2.785947799682617
1748992,2.785947799682617
1753088,2.785947799682617
1757184,2.785947799682617
1761280,2.785947799682617
1765376,2.785947799682617
1769472,2.785947799682617
1773568,2.785947799682617
1777664,2.785947799682617
1781760,2.785947799682617
1785856,2.785947799682617
1789952,2.785947799682617
1794048,2.785947799682617
1798144,2.785947799682617
1802240,2.785947799682617
1806336,2.785947799682617
1810432,2.785947799682617
1814528,2.785947799682617
1818624,2.785947799682617
1822720,2.785947799682617
1826816,2.785947799682617
1830912,2.785947799682617
1835008,2.785947799682617
1839104,2.785947799682617
1843200,2.785947799682617
1847296,2.785947799682617
1851392,2.785947799682617
1855488,2.785947799682617
1859584,2.785947799682617
1863680,2.785947799682617
1867776,2.785947799682617
1871872,2.785947799682617
1875968,2.785947799682617
1880064,2.785947799682617
1884160,2.785947799682617
1888256,2.785947799682617
1892352,2.785947799682617
1896448,2.785947799682617
1900544,2.785947799682617
1904640,2.785947799682617
1908736,2.785947799682617
1912832,2.785947799682617
1916928,2.785947799682617
1921024,2.785947799682617
1925120,2.785947799682617
1929216,2.785947799682617
1933312,2.785947799682617
1937408,2.785947799682617
1941504,2.785947799682617
1945600,2.785947799682617
1949696,2.785947799682617
1953792,2.785947799682617
1957888,2.785947799682617
